B365H,B365D,B365A
2.45,3.5,3.0
1.36,5.25,9.5
5.0,3.75,1.8
1.28,6.0,12.0
5.75,4.5,1.6
2.9,3.2,2.75
2.9,3.25,2.7
4.0,3.8,1.95
3.8,3.75,2.0
1.33,5.75,10.0
2.3,3.4,3.4
2.9,3.2,2.7
1.8,3.75,5.0
2.62,3.2,3.0
2.9,3.6,2.5
2.6,3.1,3.1
1.22,7.5,13.0
1.18,8.0,19.0
1.64,3.9,6.0
1.95,3.6,4.33
7.5,4.5,1.5
1.57,4.5,6.0
4.1,3.9,1.9
7.0,4.0,1.57
1.25,6.5,15.0
1.9,3.7,4.33
6.5,4.2,1.57
1.33,5.5,11.0
3.1,3.1,2.6
1.14,10.0,21.0
2.0,3.6,4.0
2.37,3.5,3.1
3.25,3.5,2.3
5.25,3.9,1.72
4.33,3.5,1.95
1.66,4.0,5.75
3.25,3.4,2.37
9.5,5.25,1.36
1.16,8.5,19.0
1.25,6.5,15.0
1.36,5.5,9.0
5.25,3.8,1.75
2.3,3.5,3.3
3.25,3.4,2.14
2.0,3.4,3.75
1.55,4.0,6.0
1.5,4.5,5.75
1.33,5.0,8.5
1.85,3.6,4.0
3.3,3.2,2.25
4.75,4.0,1.66
1.33,4.75,10.0
10.0,5.25,1.3
1.33,5.75,9.5
7.5,4.5,1.5
2.0,3.5,4.2
2.6,3.6,2.75
1.28,6.5,11.0
2.14,3.1,4.2
6.0,4.2,1.61
1.95,3.75,4.0
2.0,3.4,4.33
2.04,3.8,3.6
11.0,6.0,1.3
2.4,3.3,3.25
2.25,3.25,3.6
1.22,7.0,15.0
2.25,3.4,3.5
1.95,3.5,4.33
3.5,4.0,2.05
1.75,4.0,4.8
2.05,3.7,3.75
1.18,8.0,17.0
3.1,3.6,2.37
2.37,3.7,3.0
1.2,7.5,17.0
1.3,5.75,12.0
1.95,3.4,4.5
2.75,3.4,2.7
1.65,4.0,5.75
2.37,3.2,3.4
5.25,3.8,1.75
21.0,8.5,1.16
1.22,7.0,15.0
2.37,3.3,3.3
4.0,3.3,2.1
1.28,6.0,12.0
19.0,8.0,1.18
2.1,3.5,3.75
5.25,4.2,1.66
1.22,7.0,15.0
2.4,3.4,3.2
1.66,4.0,5.75
2.55,3.3,3.0
2.55,3.5,2.87
3.25,3.5,2.3
1.2,7.5,19.0
2.05,3.5,4.0
2.37,3.4,3.25
1.44,4.5,9.0
3.6,3.5,2.15
1.33,6.0,9.0
8.0,5.25,1.4
10.0,6.25,1.3
2.05,3.3,4.2
2.1,3.5,3.75
5.5,4.4,1.61
5.75,4.4,1.6
1.22,7.5,14.0
1.75,3.9,5.0
2.35,3.5,3.2
1.5,4.75,7.0
1.7,3.9,5.5
1.7,3.75,5.75
3.1,3.4,2.45
1.95,3.8,4.0
2.87,3.4,2.62
5.75,3.8,1.7
2.25,3.4,3.5
1.83,3.5,5.25
1.5,4.75,7.0
3.1,3.5,2.37
3.75,3.4,2.15
5.0,3.5,1.85
1.9,3.5,4.6
2.15,3.3,3.9
1.44,5.0,7.5
2.3,3.5,3.25
3.25,3.5,2.3
1.28,6.0,12.0
1.16,9.0,19.0
1.9,3.7,4.33
13.0,7.5,1.22
1.85,3.4,5.25
2.8,3.3,2.75
1.45,4.5,8.5
2.05,3.7,3.75
2.15,3.5,3.6
1.5,4.33,8.0
6.0,4.2,1.61
6.5,4.5,1.53
2.55,3.3,3.0
3.6,3.5,2.15
1.83,3.6,5.0
3.4,3.3,2.35
1.57,4.5,6.0
1.16,9.0,19.0
2.8,3.25,2.8
4.5,3.8,1.85
2.4,3.6,3.0
1.55,4.2,7.0
1.16,8.5,21.0
2.05,3.6,3.8
3.1,3.4,2.45
1.55,4.2,7.0
4.0,3.8,1.95
12.0,7.0,1.25
2.55,3.2,3.1
3.2,3.25,2.45
1.45,4.4,9.0
21.0,11.0,1.12
1.85,3.8,4.5
1.44,4.75,8.0
2.55,3.5,2.9
9.0,4.5,1.44
1.61,4.2,6.0
1.36,5.25,9.5
1.72,4.0,5.0
4.0,3.6,2.0
1.25,6.5,15.0
1.06,17.0,34.0
1.45,5.0,7.5
9.0,5.0,1.4
2.1,3.6,3.75
5.0,4.0,1.72
2.6,3.25,3.0
3.0,3.75,2.35
1.33,5.75,9.5
1.66,4.0,5.75
2.3,3.4,3.4
1.9,3.6,4.5
5.0,4.0,1.75
1.4,5.25,8.5
2.6,3.25,3.0
1.22,7.0,15.0
11.0,6.0,1.3
1.66,4.2,5.25
3.2,3.75,2.25
2.0,3.3,4.5
1.65,4.4,5.25
4.4,3.9,1.85
1.3,6.0,11.0
2.55,3.2,3.1
3.3,3.5,2.3
1.75,3.5,6.0
1.53,4.6,6.5
17.0,7.5,1.2
3.25,3.5,2.3
1.25,6.25,15.0
1.28,6.0,13.0
2.25,3.5,3.4
7.5,5.0,1.44
2.9,3.5,2.55
1.07,15.0,41.0
2.3,3.2,3.6
2.62,3.5,2.8
2.4,3.6,3.0
1.9,3.9,4.1
1.4,5.5,7.5
2.62,3.3,2.9
23.0,9.0,1.14
2.75,3.6,2.6
2.7,3.5,2.7
1.66,4.0,5.75
4.0,4.0,1.9
2.6,3.75,2.7
9.5,5.25,1.36
2.3,3.75,3.1
1.53,4.2,7.5
1.4,5.0,9.0
1.4,5.25,8.0
11.0,6.0,1.3
1.12,8.5,17.0
19.0,8.5,1.16
3.25,3.8,2.2
1.9,4.2,3.8
2.5,3.6,2.9
2.4,3.75,2.9
1.3,6.0,11.0
1.28,6.5,11.0
1.44,4.75,8.5
2.2,3.5,3.5
2.25,3.75,3.2
1.14,10.0,19.0
12.0,6.5,1.22
1.95,3.6,3.6
2.62,3.2,2.75
3.0,3.25,2.37
1.9,3.4,4.0
1.3,5.25,10.0
2.2,3.2,3.4
4.5,3.75,1.72
2.1,3.3,3.5
1.3,5.5,10.0
2.3,3.4,3.1
2.55,3.25,2.87
1.72,3.8,4.75
2.25,3.3,3.3
6.5,4.75,1.44
1.36,5.25,8.0
2.55,3.1,2.9
1.7,3.75,5.0
3.3,3.3,2.25
3.25,3.5,2.15
4.33,3.75,1.8
2.4,3.3,3.0
1.33,5.25,9.0
3.3,3.3,2.25
2.05,3.5,3.5
1.5,4.6,6.0
15.0,7.5,1.16
1.2,6.5,14.0
1.85,3.4,4.5
3.8,3.3,2.05
1.36,4.75,9.0
2.15,3.3,3.5
1.7,4.0,4.75
1.08,10.0,26.0
2.5,3.25,2.87
1.85,3.9,3.9
9.5,5.5,1.3
2.2,3.25,3.5
2.37,3.6,2.8
1.14,8.5,17.0
2.15,3.3,3.5
1.95,3.5,4.0
2.45,3.2,3.0
1.36,5.25,8.0
2.9,3.3,2.5
15.0,9.0,1.14
2.9,3.5,2.4
3.6,3.6,2.0
2.62,3.5,2.6
2.05,3.6,3.5
2.87,3.5,2.37
2.0,3.8,3.5
1.61,3.75,6.0
1.1,11.0,21.0
2.5,3.2,3.0
2.62,3.1,2.87
3.1,3.6,2.2
1.4,4.75,8.0
3.5,3.75,2.0
9.0,5.25,1.33
2.3,3.4,3.1
2.5,3.5,2.75
1.4,4.75,8.0
1.9,3.75,3.75
1.4,4.75,8.0
1.85,3.4,4.5
10.0,5.5,1.3
1.5,4.0,7.5
2.37,3.5,2.9
3.9,3.6,1.9
2.87,3.3,2.5
1.44,4.75,7.0
2.37,3.6,2.8
2.05,3.4,3.6
1.95,3.6,3.8
1.44,4.75,7.0
1.12,9.0,21.0
4.0,3.8,1.85
4.5,3.5,1.85
1.95,3.75,3.75
2.35,3.4,3.0
1.72,4.2,4.2
1.3,5.5,10.0
1.57,4.0,6.0
1.4,5.0,7.5
1.8,3.6,4.5
12.0,7.0,1.22
5.25,3.8,1.65
3.9,3.75,1.9
3.1,3.4,2.3
1.08,11.0,26.0
2.9,3.25,2.5
2.15,3.6,3.25
2.1,3.5,3.5
4.5,4.0,1.72
3.0,3.1,2.55
1.45,4.75,6.5
1.5,4.33,6.5
4.33,4.0,1.75
3.25,3.6,2.15
1.75,3.75,4.75
9.0,5.0,1.33
1.72,4.2,4.33
1.07,13.0,23.0
2.25,3.2,3.4
1.75,3.8,4.5
5.0,4.33,1.61
3.5,3.4,2.1
2.7,3.4,2.6
2.7,3.5,2.55
1.33,5.0,10.0
2.25,3.5,3.1
2.55,3.25,2.8
2.9,3.3,2.45
1.57,4.0,6.0
2.0,3.75,3.5
1.6,3.75,6.5
1.9,3.5,4.2
2.5,3.6,2.62
4.2,4.33,1.7
1.45,4.75,6.5
2.75,3.3,2.6
3.75,3.5,2.0
7.5,4.75,1.4
1.36,5.1,8.0
2.3,3.4,3.1
1.44,5.0,6.5
3.5,3.4,2.1
2.05,3.4,3.7
13.0,8.0,1.16
2.25,3.25,3.3
1.28,6.0,9.0
1.18,7.0,15.0
1.36,5.5,7.5
2.1,3.4,3.5
4.0,4.33,1.75
1.9,3.5,4.2
1.61,4.0,5.25
1.45,4.5,7.0
2.2,3.4,3.25
11.0,7.0,1.22
1.28,5.75,10.0
1.33,5.5,8.0
2.75,3.4,2.55
1.72,4.0,4.2
1.75,3.7,4.75
1.36,5.0,8.5
1.83,3.4,4.6
1.57,4.33,5.5
3.5,3.75,2.0
7.0,5.25,1.4
1.4,4.75,8.0
2.37,3.3,3.1
1.3,5.5,10.0
4.33,3.8,1.8
2.5,3.2,2.9
2.9,3.5,2.37
2.62,3.1,2.87
3.3,4.0,2.0
1.16,7.5,17.0
1.95,3.4,4.0
1.25,6.0,12.0
1.22,6.5,13.0
1.85,3.75,4.2
1.9,3.8,3.8
1.8,3.7,4.5
3.25,3.4,2.25
6.0,5.25,1.44
2.55,3.25,2.87
2.3,3.8,2.87
2.4,3.6,2.8
2.4,3.4,2.9
2.2,3.25,3.5
2.37,3.1,3.25
3.75,3.8,1.9
1.36,5.25,7.5
4.33,4.0,1.75
2.37,3.75,2.75
1.53,4.33,6.0
2.1,3.75,3.3
3.5,3.9,1.95
1.33,5.25,9.0
2.3,3.4,3.1
1.7,3.75,5.0
1.83,3.6,4.33
1.33,5.25,9.0
3.4,3.75,2.05
8.5,5.0,1.36
1.75,3.9,4.33
3.6,3.4,2.05
1.95,3.6,3.8
1.95,3.8,3.6
5.0,4.0,1.66
4.0,3.9,1.83
4.33,3.75,1.8
2.87,3.75,2.3
1.25,5.75,12.0
1.16,7.5,16.0
3.6,3.6,1.95
1.75,3.8,4.33
5.0,3.8,1.66
3.3,3.5,2.1
3.0,3.4,2.3
1.25,6.5,10.0
2.5,3.4,2.75
1.9,3.75,3.8
2.55,3.6,2.62
1.2,6.5,13.0
1.95,3.4,4.0
4.1,3.9,1.8
1.28,5.5,11.0
1.85,3.8,4.0
1.6,4.0,5.5
1.33,5.25,8.5
1.44,4.5,7.5
4.5,4.33,1.66
2.6,3.3,2.7
13.0,8.5,1.16
3.25,3.5,2.2
1.83,3.6,4.33
1.66,4.0,5.0
1.1,11.0,19.0
2.2,3.5,3.25
2.4,3.4,3.0
2.9,3.5,2.37
6.0,4.5,1.5
4.33,3.75,1.83
1.36,5.25,8.0
2.8,3.5,2.45
2.87,3.4,2.45
2.7,3.25,2.7
1.55,4.1,6.0
7.0,5.0,1.4
1.72,3.9,4.5
1.53,4.33,6.0
1.4,5.0,7.5
1.36,4.75,9.0
5.75,3.8,1.61
8.5,5.5,1.33
2.5,3.6,2.7
2.1,3.6,3.3
3.1,3.1,2.5
1.25,6.0,12.0
2.2,3.4,3.3
2.75,3.3,2.62
2.6,3.3,2.75
2.25,3.25,3.4
3.6,3.6,2.0
5.5,4.6,1.53
1.61,3.8,6.0
2.1,3.4,3.6
1.66,3.6,5.75
2.5,3.3,2.87
1.75,3.8,4.75
11.0,6.25,1.25
4.0,3.8,1.85
1.4,4.75,8.0
1.85,3.5,4.5
1.12,9.5,17.0
1.72,4.0,4.5
2.1,3.3,3.7
1.95,3.4,4.2
1.95,3.4,4.2
1.61,4.33,5.0
4.5,4.2,1.7
1.6,3.9,6.0
1.5,4.2,7.0
2.0,3.6,3.7
1.16,8.0,15.0
4.33,4.1,1.72
2.05,3.25,3.9
4.75,3.8,1.72
2.62,3.1,2.9
2.65,3.6,2.5
8.0,4.75,1.4
2.5,3.25,2.9
2.45,3.2,3.0
1.22,6.5,13.0
1.57,4.4,5.5
2.55,3.2,2.9
1.65,3.75,5.75
1.61,4.1,5.25
1.61,3.9,5.75
2.7,3.3,2.62
1.8,3.9,4.2
5.0,4.33,1.6
1.36,5.25,8.0
3.2,3.4,2.25
1.36,5.25,7.5
2.8,3.5,2.45
3.0,3.4,2.37
3.6,3.5,2.05
3.1,3.25,2.37
3.6,3.4,2.1
2.45,3.2,3.0
3.3,3.1,2.37
6.0,4.5,1.5
6.0,4.2,1.55
1.12,9.0,15.0
1.6,4.0,5.75
1.66,4.0,5.0
1.4,4.5,8.5
2.3,3.3,3.2
3.9,3.6,1.9
1.55,4.0,6.0
1.22,6.5,13.0
3.0,3.25,2.45
2.6,3.5,2.62
4.0,4.0,1.8
4.6,3.7,1.75
2.5,3.3,2.87
2.25,3.2,3.4
6.0,3.8,1.61
1.44,4.75,7.0
2.4,3.1,3.2
2.5,3.3,2.9
5.5,4.33,1.57
4.2,3.4,1.95
2.05,3.9,3.3
3.3,3.4,2.2
1.66,3.6,5.75
1.16,7.5,17.0
2.25,3.4,3.25
1.4,4.75,8.0
2.9,3.0,2.7
2.6,3.3,2.75
1.33,5.5,8.5
8.5,6.0,1.3
2.1,3.5,3.4
8.5,4.5,1.4
1.7,3.75,5.0
2.3,3.5,3.0
1.12,9.0,21.0
3.8,3.2,2.1
2.0,3.4,3.9
6.0,4.33,1.53
5.25,3.8,1.66
2.05,3.5,3.6
9.0,5.25,1.33
3.75,3.75,1.95
1.8,3.6,4.5
1.22,6.5,12.0
6.0,3.8,1.6
10.0,5.5,1.28
2.05,3.3,3.8
2.25,3.3,3.3
2.62,3.4,2.7
5.25,3.8,1.66
1.3,5.5,10.0
1.12,9.5,17.0
4.5,3.3,1.9
1.14,8.5,17.0
4.6,3.8,1.75
3.8,3.8,1.9
2.0,3.5,3.75
2.05,3.25,3.9
9.5,4.75,1.36
2.15,3.3,3.5
2.4,3.0,3.3
3.2,3.4,2.25
2.4,3.6,2.8
2.25,3.3,3.25
1.9,3.4,4.33
2.2,3.25,3.5
1.5,4.0,7.5
8.5,5.5,1.33
3.3,3.6,2.1
1.22,6.5,11.0
2.0,3.75,3.5
1.9,3.8,3.8
2.37,3.4,3.0
1.85,3.8,4.0
6.0,4.2,1.55
2.25,3.7,3.0
3.25,3.5,2.2
1.08,11.0,26.0
7.5,5.25,1.36
2.15,3.5,3.3
3.0,3.6,2.3
6.0,4.33,1.53
3.1,3.25,2.37
1.28,6.0,9.5
2.15,3.4,3.4
3.8,3.6,1.95
1.83,3.6,4.33
5.0,4.33,1.61
3.25,3.1,2.37
1.5,4.2,6.5
1.61,3.9,5.75
1.3,5.5,9.5
1.53,4.5,5.5
3.0,3.3,2.37
2.6,3.1,2.87
3.1,3.6,2.2
1.61,4.0,5.5
2.7,3.1,2.75
6.5,4.33,1.5
4.75,3.75,1.72
3.75,3.25,2.1
9.0,4.75,1.36
3.2,3.3,2.3
2.7,3.3,2.62
1.45,4.5,7.0
1.28,6.0,9.5
3.6,3.5,2.05
2.9,3.25,2.5
1.45,4.75,6.5
1.4,4.75,8.0
1.72,3.75,4.8
7.5,5.25,1.36
2.4,3.2,3.1
1.61,4.2,5.25
1.72,3.8,4.75
1.57,4.0,6.0
1.5,4.0,7.5
1.85,3.8,4.0
10.0,5.5,1.3
3.75,4.2,1.83
1.45,4.75,6.5
1.44,5.0,6.5
4.75,4.0,1.66
2.1,3.3,3.7
2.62,3.3,2.7
1.57,4.33,5.5
1.83,3.8,4.1
2.45,3.3,2.9
2.5,3.3,2.87
2.05,3.75,3.3
8.0,5.25,1.36
2.75,3.1,2.7
2.37,3.6,2.8
1.22,6.5,12.0
2.75,3.4,2.55
1.75,3.5,5.25
1.9,3.75,3.8
1.7,4.0,4.75
5.75,4.0,1.6
2.0,3.2,4.33
9.5,6.0,1.28
6.0,4.5,1.5
1.36,5.25,7.5
2.45,3.5,2.8
3.7,3.4,2.05
2.0,3.6,3.6
1.61,4.0,5.5
2.4,3.3,3.0
2.5,3.6,2.62
1.85,3.5,4.33
2.0,3.6,3.7
2.9,3.5,2.37
2.87,3.4,2.45
1.36,5.0,8.5
1.83,3.75,4.2
7.0,4.33,1.45
2.3,3.2,3.25
1.95,4.2,3.4
1.65,4.1,5.0
6.5,4.75,1.45
2.15,3.6,3.2
4.0,4.0,1.8
1.3,5.5,9.5
3.9,3.9,1.85
3.0,3.25,2.4
3.0,3.75,2.2
1.85,4.0,3.8
2.75,3.1,2.75
2.3,3.25,3.25
2.05,3.25,3.75
5.5,4.2,1.57
1.16,7.5,16.0
1.95,3.8,3.6
2.6,3.2,2.8
4.0,3.5,1.95
2.05,3.5,3.6
2.05,3.4,3.75
1.5,4.33,6.5
2.25,3.6,3.0
4.0,3.5,1.9
1.1,11.0,19.0
3.6,3.6,2.0
1.5,4.5,6.0
2.87,3.2,2.55
3.8,3.5,1.95
1.95,3.6,3.8
1.5,4.33,6.5
2.45,3.4,2.9
2.15,3.7,3.1
2.25,3.25,3.25
2.45,3.2,3.0
4.33,4.2,1.72
4.33,4.2,1.7
1.7,3.75,5.0
4.5,3.9,1.72
9.0,5.5,1.3
1.53,4.2,6.25
2.0,3.5,3.8
5.25,3.8,1.66
1.09,11.0,21.0
2.25,3.5,3.1
1.75,4.0,4.33
2.15,3.6,3.25
2.87,3.3,2.5
1.75,3.8,4.5
2.05,3.4,3.6
1.75,3.8,4.5
7.0,4.6,1.44
6.5,4.33,1.5
7.0,4.5,1.44
2.45,3.5,2.8
2.5,3.25,2.9
1.65,3.75,5.5
2.05,3.5,3.6
1.66,4.33,4.5
3.6,3.8,1.95
3.5,3.25,2.2
1.44,5.0,6.25
2.9,3.6,2.3
1.9,3.75,3.8
3.2,3.3,2.3
4.0,3.6,1.9
1.11,10.0,19.0
4.2,3.6,1.85
1.72,4.0,4.33
2.3,3.4,3.1
1.11,10.0,19.0
3.6,3.25,2.15
3.75,3.5,2.0
1.61,4.2,5.0
3.25,3.5,2.2
2.37,3.1,3.25
2.1,3.6,3.4
3.6,3.6,2.0
1.53,4.2,6.25
12.0,6.0,1.25
2.1,3.5,3.5
1.72,4.2,4.2
1.75,4.1,4.2
1.95,3.5,3.9
2.62,3.25,2.75
5.75,4.0,1.57
5.25,4.2,1.61
3.0,3.7,2.2
5.0,4.33,1.61
2.45,3.1,3.1
7.0,4.5,1.45
2.45,3.1,3.1
1.14,8.5,16.0
1.36,5.0,8.5
1.53,4.0,6.5
1.6,3.5,7.0
2.1,3.5,3.4
1.8,3.5,4.75
6.5,4.33,1.5
1.8,3.75,4.5
6.25,3.75,1.6
1.95,3.8,3.6
1.14,8.5,17.0
1.4,4.5,8.0
1.57,4.2,5.5
2.87,3.4,2.45
1.22,6.5,12.0
6.0,4.33,1.53
1.18,7.5,15.0
1.45,4.75,6.5
3.1,3.25,2.37
3.9,3.8,1.85
3.5,3.6,2.05
15.0,7.5,1.18
3.8,3.5,1.95
1.6,4.2,5.25
2.05,3.4,3.75
2.8,3.3,2.55
1.25,6.0,11.0
3.2,3.6,2.2
1.55,4.0,6.5
2.87,3.2,2.55
1.12,9.0,18.0
3.3,3.2,2.3
2.8,3.5,2.45
2.8,3.6,2.37
1.33,5.0,9.5
1.8,4.0,4.2
4.33,4.0,1.75
3.2,3.4,2.25
2.0,3.3,4.0
3.6,3.3,2.1
1.4,4.75,7.0
2.8,3.2,2.6
13.0,7.0,1.2
4.0,3.5,1.9
2.5,3.5,2.7
2.2,3.4,3.25
1.33,5.25,9.0
3.5,3.4,2.1
2.62,3.5,2.6
3.6,3.1,2.2
3.0,3.3,2.4
3.6,3.5,2.05
1.53,4.2,6.0
1.45,4.5,7.0
3.5,3.4,2.1
3.4,3.6,2.05
7.0,4.5,1.45
1.8,3.8,4.2
3.5,3.4,2.1
2.37,3.1,3.2
1.28,5.75,9.5
2.7,3.5,2.5
2.37,3.2,3.1
10.0,5.5,1.3
1.83,3.8,4.0
1.85,3.6,4.2
1.66,3.75,5.25
1.22,6.5,12.0
2.75,3.2,2.7
8.5,5.5,1.33
2.37,3.3,3.0
5.0,3.8,1.7
2.0,3.3,4.0
1.44,4.5,7.0
2.15,3.2,3.6
2.62,3.4,2.7
2.87,3.5,2.4
6.5,4.33,1.5
1.28,5.5,10.0
1.7,3.5,5.5
2.25,3.5,3.1
1.22,6.5,12.0
4.2,3.3,1.95
2.15,3.6,3.2
3.5,3.2,2.2
3.5,3.2,2.2
2.5,3.4,2.8
1.53,4.0,6.5
2.15,3.4,3.4
8.0,5.0,1.36
2.15,3.5,3.3
1.18,7.0,15.0
4.0,3.25,2.0
3.75,3.4,2.05
8.0,4.75,1.4
4.0,3.6,1.9
4.33,3.6,1.83
2.25,3.6,3.0
5.5,4.0,1.61
3.6,3.5,2.0
2.37,3.25,3.1
2.55,3.25,2.8
2.37,3.2,3.1
1.36,5.0,8.5
1.45,4.5,7.0
1.45,4.5,7.0
1.53,4.0,6.5
2.05,3.6,3.5
1.18,7.5,15.0
3.8,3.3,2.05
4.75,4.0,1.7
2.15,3.2,3.6
1.83,3.5,4.5
10.0,5.0,1.33
2.9,3.1,2.5
1.5,4.2,6.5
2.55,3.4,2.75
1.83,3.6,4.33
4.75,3.75,1.72
2.37,3.4,3.0
1.66,3.5,6.0
2.8,3.5,2.45
2.9,3.3,2.45
1.22,6.0,15.0
1.5,4.33,6.5
6.0,4.2,1.53
3.1,3.7,2.15
2.05,3.3,3.8
5.5,4.0,1.6
2.25,3.3,3.3
1.61,4.0,5.5
1.75,3.5,5.0
2.87,3.2,2.55
2.5,3.0,3.1
1.28,5.75,10.0
1.5,4.33,6.5
7.0,3.8,1.53
2.3,3.1,3.4
3.0,3.3,2.37
2.87,3.4,2.45
6.5,3.75,1.57
3.6,3.3,2.1
2.25,3.3,3.3
3.4,3.5,2.1
3.5,3.5,2.05
1.66,3.5,5.75
1.7,3.8,4.8
1.33,5.25,9.0
4.5,4.33,1.66
1.57,4.0,6.0
1.75,3.8,4.5
9.0,4.75,1.36
1.53,3.8,6.0
2.0,3.5,3.75
1.22,6.5,12.0
4.75,3.6,1.75
5.25,3.4,1.75
2.0,3.4,3.9
4.0,4.2,1.75
1.85,3.6,4.2
1.4,4.33,8.5
3.8,3.8,1.9
10.0,5.0,1.33
2.05,3.5,3.5
1.44,4.4,7.5
1.95,3.6,3.8
3.6,3.6,2.0
1.25,6.0,12.0
2.9,3.2,2.5
3.1,3.6,2.2
1.4,4.75,8.0
3.4,3.8,2.0
3.0,3.2,2.45
1.9,3.4,4.2
1.25,6.0,11.0
3.3,3.3,2.2
4.2,3.8,1.8
2.2,3.5,3.2
1.44,4.5,7.0
2.2,3.4,3.3
2.5,3.4,2.8
2.05,3.6,3.5
1.65,4.0,5.0
2.7,3.4,2.6
3.0,3.75,2.2
11.0,6.0,1.25
3.2,3.75,2.1
2.0,3.6,3.6
2.9,3.6,2.3
3.0,3.6,2.25
1.5,4.33,6.5
12.0,6.5,1.22
1.36,4.75,8.5
1.28,6.0,9.0
2.55,3.9,2.5
7.0,4.5,1.45
1.7,3.75,5.0
1.85,3.6,4.2
1.72,3.8,4.75
1.5,4.5,6.0
6.0,4.5,1.5
11.0,7.0,1.22
5.0,4.33,1.6
1.57,4.33,5.25
6.5,4.6,1.45
2.05,3.8,3.3
1.4,5.25,6.5
2.0,4.0,3.3
1.14,8.5,15.0
1.44,5.0,6.5
2.8,3.6,2.4
1.65,4.0,5.0
2.5,3.5,2.7
4.0,3.4,1.95
1.53,4.5,5.75
3.1,3.1,2.45
1.25,5.75,13.0
1.9,3.5,4.0
1.66,3.8,5.25
3.1,3.2,2.37
9.0,5.75,1.3
3.2,3.5,2.2
5.5,4.2,1.6
1.18,7.5,13.0
1.8,3.75,4.33
2.55,3.2,2.87
2.37,3.4,3.0
1.08,11.0,26.0
1.7,3.5,5.75
5.5,4.2,1.57
3.2,3.2,2.35
4.75,3.75,1.72
2.5,3.5,2.75
1.25,6.0,12.0
1.95,3.6,3.8
2.3,3.2,3.3
2.5,3.4,2.8
4.5,3.5,1.85
1.55,4.0,6.5
2.45,3.3,2.9
3.1,3.5,2.25
1.36,4.75,9.0
5.0,3.5,1.75
4.2,3.5,1.9
1.5,4.6,6.0
2.8,3.2,2.62
6.0,4.0,1.57
1.18,7.5,15.0
2.9,3.5,2.4
3.4,3.2,2.25
1.28,5.5,11.0
4.33,4.0,1.75
1.7,3.75,5.0
3.0,3.6,2.3
1.83,3.25,5.0
3.8,3.6,1.95
1.2,7.0,13.0
1.12,9.5,17.0
2.15,3.3,3.5
2.4,3.3,3.0
2.7,3.2,2.75
4.33,4.0,1.75
5.0,3.8,1.7
2.62,3.2,2.75
1.36,5.25,8.0
1.61,3.8,5.75
3.0,3.6,2.25
1.57,4.0,6.0
2.2,3.4,3.3
7.0,4.5,1.45
2.62,3.2,2.8
2.15,3.3,3.5
3.1,3.2,2.45
1.45,4.33,7.5
1.85,3.6,4.33
1.36,4.75,9.0
1.7,4.0,4.75
1.61,4.2,5.25
3.0,3.25,2.4
3.1,3.4,2.3
2.1,3.6,3.4
1.75,3.75,4.75
2.87,3.5,2.4
8.5,5.5,1.33
2.15,3.25,3.5
3.5,3.6,2.05
1.12,9.0,19.0
3.6,3.4,2.1
2.3,3.5,3.0
6.5,3.8,1.57
2.5,3.4,2.8
3.5,3.6,2.05
1.6,3.8,6.0
1.83,3.75,4.2
1.18,7.0,15.0
1.9,3.6,4.0
1.65,3.8,5.5
2.4,3.4,2.87
1.95,3.5,3.9
8.0,4.75,1.4
2.62,3.3,2.7
2.3,3.5,3.0
3.1,3.6,2.2
2.4,3.5,2.87
2.6,3.3,2.75
1.22,6.5,13.0
1.14,8.0,19.0
8.5,5.0,1.36
3.2,3.3,2.3
2.87,3.6,2.37
3.4,3.5,2.1
2.8,3.5,2.45
2.2,3.2,3.5
1.95,3.6,3.75
4.75,4.0,1.7
1.6,4.0,5.75
1.25,6.0,12.0
2.45,3.2,3.0
1.57,3.9,6.0
1.36,4.75,8.5
3.1,3.25,2.37
2.8,3.5,2.45
4.75,4.0,1.7
