B365H,B365D,B365A
2.1,3.3,3.6
1.57,4.0,6.0
2.2,3.25,3.4
2.75,3.25,2.63
1.17,7.0,19.0
4.5,3.6,1.8
1.44,4.2,6.5
1.2,5.5,13.0
4.5,3.5,1.83
2.1,3.3,3.6
4.2,3.4,1.91
1.73,3.6,5.0
5.0,3.6,1.73
1.67,3.6,5.5
2.9,3.25,2.5
2.5,3.3,2.88
1.2,6.5,15.0
2.6,3.2,2.8
1.44,4.33,7.5
3.5,3.2,2.2
2.63,3.25,2.75
3.0,3.25,2.4
1.44,4.2,8.0
7.0,4.2,1.5
1.57,4.0,6.0
9.0,4.33,1.4
1.91,3.4,4.2
2.5,3.25,2.88
4.2,3.4,1.91
1.17,7.0,19.0
2.38,3.3,3.0
1.91,3.4,4.2
2.0,3.3,4.0
4.33,3.6,1.83
2.75,3.3,2.63
1.8,3.5,4.75
2.1,3.4,3.6
1.33,4.75,11.0
1.57,3.75,6.5
9.0,4.75,1.36
2.0,3.25,4.0
2.75,3.3,2.6
2.4,3.3,3.0
2.25,3.2,3.4
1.36,4.5,10.0
2.5,3.2,2.9
3.4,3.3,2.2
1.17,7.0,19.0
2.88,3.25,2.5
1.91,3.4,4.2
1.4,4.5,9.0
6.0,3.75,1.62
2.25,3.2,3.4
2.1,3.4,3.5
1.44,4.33,8.0
2.1,3.3,3.6
3.5,3.3,2.15
2.5,3.25,2.88
1.91,3.4,4.2
1.91,3.5,4.2
1.29,5.5,11.0
10.0,4.5,1.36
1.8,3.6,4.5
2.4,3.4,2.9
2.7,3.2,2.7
3.5,3.4,2.1
2.4,3.2,3.1
1.29,5.0,13.0
1.44,4.33,7.5
5.25,3.8,1.67
4.2,3.4,1.91
1.91,3.4,4.2
8.0,4.2,1.44
2.1,3.3,3.6
2.38,3.25,3.1
2.88,3.25,2.5
2.1,3.3,3.6
2.1,3.3,3.6
4.5,3.6,1.8
2.63,3.25,2.75
1.25,5.5,15.0
2.8,3.25,2.6
1.5,4.2,7.0
2.1,3.3,3.6
1.8,3.5,4.75
1.25,5.75,13.0
2.2,3.3,3.4
2.2,3.25,3.4
2.25,3.3,3.25
1.17,7.0,19.0
2.88,3.3,2.5
7.0,4.2,1.5
1.14,8.0,19.0
1.33,4.75,11.0
2.25,3.3,3.25
1.22,6.0,15.0
1.4,4.33,9.0
3.3,3.4,2.2
6.5,4.0,1.57
1.53,4.0,7.0
5.5,4.0,1.62
1.83,3.5,4.5
8.5,4.5,1.4
2.1,3.3,3.6
6.5,3.8,1.57
2.38,3.3,3.0
2.8,3.4,2.5
1.29,5.5,11.0
1.44,4.33,7.5
2.38,3.3,3.0
2.1,3.3,3.6
2.3,3.25,3.2
1.73,3.5,5.0
8.0,4.2,1.4
2.1,3.3,3.6
1.36,4.5,10.0
1.57,3.8,6.5
2.4,3.25,3.0
1.44,4.2,8.0
4.5,3.6,1.8
2.8,3.25,2.6
1.8,3.6,4.75
1.2,6.5,15.0
6.5,4.0,1.53
2.63,3.25,2.75
1.4,4.5,8.5
6.5,3.6,1.62
1.44,4.33,8.0
1.22,6.0,15.0
2.88,3.25,2.5
1.17,7.0,17.0
3.5,3.2,2.2
1.25,6.0,11.0
2.3,3.25,3.2
1.53,3.8,7.0
2.4,3.25,3.0
6.5,4.0,1.53
1.22,5.5,17.0
2.4,3.25,3.0
1.14,6.5,15.0
1.8,3.6,4.5
2.5,3.25,2.88
1.57,3.75,6.5
5.5,3.6,1.67
3.2,3.25,2.3
1.95,3.4,4.0
1.22,6.0,15.0
1.67,3.6,5.5
3.1,3.25,2.38
13.0,5.0,1.29
2.7,3.2,2.7
2.25,3.25,3.25
1.44,4.33,7.5
2.1,3.3,3.6
3.0,3.3,2.38
2.6,3.25,2.8
1.29,5.0,13.0
2.0,3.4,3.8
13.0,5.0,1.29
1.67,3.5,6.0
2.25,3.3,3.25
2.6,3.25,2.8
5.5,3.4,1.73
1.83,3.5,4.33
1.13,8.5,23.0
2.3,3.1,3.4
2.0,3.4,3.8
2.1,3.3,3.6
1.8,3.4,5.0
1.8,3.6,4.5
1.73,3.5,5.25
1.44,4.2,8.0
2.4,3.25,3.0
2.2,3.3,3.4
2.1,3.3,3.6
4.2,3.5,1.91
1.83,3.5,4.5
5.0,3.6,1.73
2.25,3.3,3.25
4.2,3.4,1.91
3.1,3.2,2.38
2.3,3.25,3.2
1.22,6.0,15.0
4.5,3.6,1.8
2.38,3.25,3.1
1.75,3.6,4.75
12.0,5.0,1.3
1.36,4.5,10.0
1.95,3.25,4.33
2.1,3.25,3.75
2.4,3.3,3.0
3.75,3.5,2.0
1.2,6.5,15.0
1.91,3.3,4.33
2.0,3.3,4.0
2.0,3.4,3.8
1.44,4.33,7.5
5.0,3.6,1.73
1.36,4.75,9.0
2.2,3.2,3.5
2.0,3.4,4.0
1.14,7.5,21.0
1.8,3.5,4.5
10.0,5.0,1.33
1.36,4.5,10.0
6.5,3.8,1.57
2.38,3.25,3.1
2.1,3.25,3.75
2.5,3.3,2.88
3.0,3.25,2.4
2.1,3.3,3.6
2.25,3.3,3.3
1.22,6.0,15.0
7.5,4.5,1.4
3.3,3.25,2.25
1.44,4.33,7.5
1.22,6.0,15.0
3.6,3.4,2.1
1.25,5.5,13.0
3.6,3.3,2.1
1.25,5.75,13.0
1.4,4.33,9.0
1.53,3.8,7.0
2.2,3.2,3.5
3.6,3.3,2.1
2.2,3.2,3.5
1.73,3.6,5.0
7.5,4.33,1.44
3.1,3.25,2.38
1.67,3.75,5.5
1.8,3.6,4.5
1.53,3.8,7.0
2.0,3.25,4.0
1.83,3.5,4.33
12.0,5.0,1.3
7.0,4.2,1.5
8.5,4.5,1.4
1.4,4.75,8.0
2.4,3.25,3.0
1.2,6.0,17.0
2.1,3.3,3.6
3.8,3.4,2.0
2.5,3.25,2.88
1.3,5.25,11.0
1.33,4.75,11.0
1.22,6.0,15.0
2.88,3.25,2.5
5.0,3.8,1.7
2.63,3.2,2.75
3.3,3.3,2.25
1.8,3.5,4.5
3.6,3.3,2.1
4.5,3.5,1.83
1.44,4.33,7.5
2.0,3.4,3.8
1.73,3.6,5.0
2.0,3.4,3.8
6.5,4.0,1.53
1.29,5.0,13.0
1.4,4.5,8.5
2.3,3.25,3.2
1.14,8.0,19.0
2.25,3.3,3.3
3.25,3.3,2.25
1.57,3.8,6.5
1.73,3.6,5.0
2.8,3.25,2.6
2.1,3.25,3.75
2.88,3.5,2.4
2.1,3.25,3.75
1.62,3.75,6.0
4.0,3.6,1.91
5.5,3.75,1.67
6.5,4.0,1.53
1.33,5.0,10.0
3.5,3.4,2.1
2.0,3.5,3.75
1.53,4.0,6.5
2.38,3.4,3.0
1.5,4.2,7.0
1.83,3.6,4.33
2.2,3.25,3.4
1.62,3.75,6.0
5.5,4.0,1.62
1.14,8.0,21.0
1.36,4.5,10.0
1.5,4.2,7.0
1.83,3.6,4.33
2.38,3.25,3.1
3.6,3.3,2.1
1.29,5.5,10.0
2.38,3.25,3.1
4.0,3.8,1.83
9.5,4.75,1.36
3.5,3.4,2.1
1.8,3.6,4.5
2.1,3.3,3.6
2.0,3.4,3.8
1.2,7.0,13.0
1.57,4.0,6.0
2.25,3.3,3.3
7.0,4.2,1.5
1.1,10.0,23.0
1.29,5.5,11.0
6.5,3.8,1.57
1.13,8.0,23.0
4.0,3.6,1.91
2.25,3.4,3.25
2.0,3.3,4.0
2.88,3.25,2.5
2.2,3.3,3.4
1.17,7.0,17.0
2.1,3.3,3.6
2.4,3.3,3.0
1.83,3.5,4.5
2.3,3.25,3.2
2.5,3.25,2.88
1.25,5.5,15.0
1.17,7.0,19.0
2.2,3.25,3.4
1.5,4.0,7.0
3.4,3.3,2.2
2.5,3.25,2.88
2.25,3.3,3.25
15.0,6.0,1.22
6.0,4.0,1.57
3.2,3.25,2.3
2.38,3.25,3.1
6.0,4.0,1.57
3.2,3.25,2.3
1.11,9.0,23.0
1.14,8.0,19.0
1.25,5.75,13.0
2.4,3.2,3.1
2.5,3.25,2.88
2.1,3.3,3.6
1.22,6.0,15.0
4.5,3.5,1.83
1.25,5.5,13.0
4.2,3.4,1.91
1.83,3.5,4.5
1.33,5.0,10.0
1.57,4.0,6.0
3.75,3.25,2.1
10.0,5.0,1.33
2.5,3.25,2.88
3.1,3.2,2.4
2.5,3.25,2.88
1.8,3.6,4.5
2.0,3.3,4.0
1.62,3.75,6.0
1.91,3.4,4.2
5.5,3.7,1.67
1.4,4.5,8.5
2.25,3.3,3.25
1.1,9.0,26.0
1.7,3.5,5.5
5.0,3.6,1.73
1.22,6.0,15.0
1.83,3.5,4.5
3.2,3.25,2.3
2.75,3.2,2.63
1.44,4.33,7.5
3.6,3.3,2.1
3.5,3.4,2.1
7.5,4.0,1.5
1.91,3.4,4.2
2.88,3.25,2.5
2.88,3.1,2.63
2.25,3.2,3.4
5.0,3.5,1.75
1.91,3.5,4.0
2.1,3.25,3.75
2.25,3.25,3.3
2.25,3.25,3.3
1.73,3.6,5.0
1.33,5.0,10.0
1.44,4.0,8.5
1.29,5.5,11.0
5.0,3.6,1.73
2.2,3.2,3.5
2.88,3.25,2.5
1.25,5.75,12.0
1.83,3.5,4.5
2.25,3.2,3.4
5.5,4.0,1.62
2.4,3.25,3.0
2.1,3.3,3.6
1.83,3.6,4.33
1.13,8.5,19.0
2.4,3.25,3.0
2.1,3.25,3.75
2.2,3.25,3.4
2.38,3.25,3.1
2.38,3.25,3.1
1.67,3.6,5.5
2.5,3.2,2.9
5.5,3.75,1.67
1.17,7.0,17.0
7.5,4.33,1.44
1.57,3.75,6.5
1.91,3.4,4.2
1.57,4.0,6.0
5.5,3.4,1.73
1.8,3.6,4.5
3.4,3.25,2.2
2.2,3.2,3.5
2.9,3.25,2.5
1.91,3.4,4.2
1.8,3.6,4.5
4.5,3.6,1.8
3.0,3.3,2.4
2.2,3.25,3.4
1.22,6.0,15.0
2.1,3.2,3.75
1.29,5.5,11.0
3.8,3.4,2.0
3.6,3.3,2.1
2.1,3.2,3.75
1.53,4.0,6.5
1.62,3.75,6.0
1.2,6.5,15.0
1.62,3.75,6.0
2.63,3.25,2.75
1.91,3.4,4.2
2.3,3.25,3.2
4.75,3.6,1.75
5.5,3.6,1.67
4.5,3.6,1.8
1.4,4.5,8.5
1.91,3.4,4.2
3.75,3.25,2.1
1.57,3.8,6.5
1.91,3.6,4.0
2.5,3.25,2.88
2.4,3.1,3.2
1.22,5.75,15.0
3.4,3.3,2.2
1.62,4.0,5.5
5.0,3.6,1.73
2.5,3.3,2.88
2.1,3.3,3.6
1.57,3.8,6.5
1.22,6.0,15.0
2.2,3.2,3.5
2.3,3.25,3.25
3.2,3.1,2.4
2.6,3.2,2.8
3.4,3.3,2.2
1.57,4.2,5.5
1.57,3.8,6.5
2.0,3.3,4.0
1.25,5.5,13.0
3.4,3.25,2.2
2.0,3.5,3.75
2.6,3.2,2.8
5.0,3.6,1.73
2.0,3.4,3.8
1.29,5.25,12.0
3.5,3.4,2.1
1.73,3.6,5.0
1.36,4.75,9.0
1.53,4.0,6.5
2.75,3.2,2.63
1.83,3.5,4.5
2.25,3.3,3.25
1.62,3.75,6.0
2.1,3.3,3.6
1.4,4.5,9.0
2.2,3.25,3.4
3.8,3.4,2.0
1.62,4.0,5.5
4.5,3.6,1.8
2.0,3.3,4.0
2.8,3.25,2.6
2.4,3.25,3.0
2.0,3.4,3.8
1.8,3.6,4.5
2.2,3.2,3.5
1.73,3.6,5.0
3.2,3.3,2.3
2.3,3.2,3.2
2.1,3.25,3.75
1.91,3.4,4.2
1.29,5.5,11.0
3.25,3.25,2.25
2.1,3.3,3.6
2.63,3.2,2.75
6.5,4.33,1.5
1.44,4.2,8.0
1.83,3.4,4.75
1.62,3.75,6.0
1.53,4.0,6.5
1.83,3.5,4.5
3.4,3.2,2.25
1.29,5.5,11.0
1.33,5.0,10.0
6.5,4.2,1.5
5.5,3.6,1.67
1.7,3.75,5.0
1.29,5.5,10.0
2.63,3.2,2.75
1.83,3.5,4.5
1.4,4.5,8.5
6.0,4.2,1.53
2.0,3.4,3.8
1.25,5.5,13.0
2.5,3.2,2.9
2.3,3.25,3.25
2.2,3.25,3.4
1.25,5.75,12.0
1.91,3.6,4.0
2.2,3.25,3.4
3.4,3.25,2.2
1.73,3.6,5.0
2.63,3.25,2.75
1.83,3.6,4.33
8.0,4.2,1.44
3.8,3.75,1.91
1.29,5.5,11.0
1.33,5.0,10.0
2.1,3.25,3.75
1.8,3.6,4.5
6.0,4.0,1.57
2.5,3.25,2.88
2.4,3.2,3.1
2.2,3.2,3.5
2.2,3.25,3.4
2.88,3.3,2.5
1.2,6.5,15.0
3.5,3.4,2.1
2.5,3.25,2.88
1.5,4.0,7.5
2.2,3.2,3.5
1.2,6.5,15.0
3.5,3.4,2.1
3.4,3.2,2.25
2.25,3.3,3.25
6.0,3.75,1.62
8.0,5.0,1.36
3.2,3.25,2.3
1.53,3.8,7.0
1.4,4.5,8.5
1.33,5.0,9.5
5.5,3.6,1.67
1.73,3.6,5.0
4.5,3.5,1.83
3.25,3.4,2.2
2.38,3.3,3.0
1.83,3.5,4.5
2.1,3.3,3.6
1.62,3.75,6.0
1.91,3.4,4.2
1.44,4.5,7.0
1.4,4.5,8.5
5.0,4.0,1.67
2.1,3.2,3.75
1.57,4.0,6.0
2.5,3.25,2.9
8.5,4.5,1.4
1.62,4.0,5.5
2.0,3.5,3.75
1.22,6.0,15.0
2.5,3.2,2.9
2.1,3.4,3.5
3.25,3.4,2.2
1.36,4.75,9.0
1.73,3.6,5.0
2.75,3.25,2.6
1.91,3.6,4.0
2.75,3.25,2.6
5.0,3.6,1.73
2.6,3.2,2.8
1.85,3.4,4.5
4.0,3.6,1.91
1.3,5.25,10.0
1.73,3.6,5.0
1.73,3.6,5.0
2.1,3.25,3.75
6.5,4.0,1.53
1.83,3.6,4.33
1.5,4.0,7.5
3.4,3.3,2.2
1.91,3.4,4.2
2.2,3.2,3.6
1.44,4.33,7.5
2.38,3.2,3.1
2.25,3.4,3.2
1.73,3.6,5.0
1.36,4.75,9.0
2.6,3.2,2.8
2.25,3.3,3.25
2.8,3.2,2.6
3.0,3.3,2.38
10.0,5.5,1.3
1.53,4.0,6.5
1.83,3.5,4.5
1.8,3.6,4.5
2.0,3.25,4.0
1.36,4.75,9.0
2.2,3.25,3.4
1.57,4.0,6.0
5.0,3.6,1.73
2.1,3.3,3.6
1.62,3.75,6.0
2.63,3.2,2.75
1.25,6.0,11.0
2.5,3.25,2.88
1.83,3.6,4.33
1.95,3.4,4.0
5.5,3.6,1.67
3.0,3.3,2.38
4.5,3.6,1.8
3.0,3.25,2.4
1.53,4.2,6.0
1.5,4.0,7.0
2.0,3.3,4.0
2.2,3.25,3.4
1.2,6.0,17.0
1.44,4.33,7.5
2.2,3.2,3.5
1.73,3.6,5.0
2.6,3.25,2.8
1.83,3.6,4.33
8.5,5.0,1.36
2.6,3.2,2.8
2.25,3.2,3.4
2.3,3.5,3.0
1.67,3.75,5.5
5.5,3.6,1.7
2.25,3.3,3.25
1.73,3.6,5.0
5.5,3.6,1.67
1.2,6.5,15.0
2.88,3.4,2.4
1.8,3.6,4.5
2.88,3.5,2.38
1.2,6.5,15.0
1.44,4.33,7.5
1.44,4.33,7.5
2.1,3.25,3.75
1.57,4.0,6.0
2.5,3.25,2.88
4.5,3.8,1.75
3.6,3.3,2.1
1.8,3.4,5.0
1.8,3.5,4.75
1.91,3.5,4.0
2.63,3.4,2.63
1.44,4.33,7.5
2.6,3.2,2.8
2.38,3.3,3.0
2.8,3.25,2.6
2.5,3.25,2.88
2.1,3.3,3.6
1.44,4.33,7.5
1.4,4.5,9.0
1.8,3.6,4.5
1.83,3.5,4.5
2.7,3.2,2.7
1.91,3.4,4.2
1.3,5.5,10.0
1.95,3.6,3.8
2.38,3.25,3.1
5.5,3.75,1.67
2.1,3.4,3.5
2.88,3.25,2.5
1.91,3.4,4.2
5.0,3.6,1.73
2.2,3.4,3.25
2.5,3.25,2.88
2.63,3.25,2.75
1.36,5.0,8.5
2.2,3.25,3.4
1.25,6.0,11.0
1.73,3.8,4.75
2.1,3.4,3.5
1.36,4.75,9.0
3.2,3.4,2.25
5.0,3.75,1.7
3.1,3.25,2.38
3.75,3.6,1.95
1.6,4.0,5.5
2.0,3.5,3.75
2.75,3.6,2.4
1.53,4.0,6.5
2.0,3.5,3.75
2.2,3.0,3.75
2.2,3.2,3.5
2.2,3.2,3.5
1.57,3.6,7.0
3.75,3.25,2.1
2.4,3.25,3.0
2.2,3.2,3.5
5.5,3.5,1.7
6.5,4.0,1.53
1.29,5.0,13.0
2.5,3.25,2.9
1.73,3.4,5.5
1.3,5.5,10.0
1.53,3.8,7.0
2.2,3.25,3.4
2.1,3.3,3.6
4.75,3.5,1.8
2.6,3.3,2.75
2.38,3.25,3.1
1.67,3.75,5.5
2.1,3.25,3.75
3.3,3.25,2.25
1.2,6.5,15.0
1.4,4.5,8.5
2.38,3.3,3.0
2.25,3.3,3.25
1.5,4.33,6.5
2.1,3.25,3.75
2.88,3.3,2.5
2.1,3.25,3.75
1.36,4.75,9.0
9.0,4.5,1.4
2.0,3.4,3.8
1.17,7.0,17.0
3.25,3.3,2.25
5.0,3.75,1.7
3.0,3.25,2.4
1.67,3.6,5.5
2.5,3.25,2.88
2.4,3.25,3.0
1.91,3.4,4.2
4.2,3.4,1.91
1.8,3.6,4.6
1.5,4.0,7.0
2.63,3.2,2.75
1.91,3.4,4.2
6.5,3.8,1.57
1.83,3.5,4.5
2.4,3.2,3.1
2.63,3.4,2.63
1.44,4.5,7.0
1.2,6.5,15.0
1.36,4.5,10.0
1.44,4.33,7.5
1.83,3.5,4.5
6.5,4.0,1.53
2.3,3.25,3.25
4.0,3.5,1.91
2.3,3.25,3.2
2.5,3.4,2.8
1.62,3.75,6.0
6.5,3.75,1.57
3.1,3.2,2.4
1.17,7.0,17.0
2.25,3.4,3.2
2.5,3.25,2.88
6.5,4.0,1.53
2.0,3.3,4.0
2.63,3.25,2.75
2.1,3.4,3.5
1.36,4.5,10.0
3.0,3.3,2.4
1.33,5.0,10.0
2.2,3.3,3.4
1.83,3.5,4.5
2.2,3.2,3.5
2.3,3.3,3.2
1.44,4.33,7.5
3.0,3.3,2.4
2.0,3.3,4.0
2.0,3.3,4.0
2.2,3.2,3.5
1.29,5.5,11.0
1.57,3.8,6.5
2.0,3.4,3.8
1.53,4.0,6.5
4.0,3.5,1.91
2.25,3.25,3.3
2.0,3.4,3.8
9.5,5.0,1.33
1.62,4.0,5.5
4.5,3.6,1.8
1.17,7.0,19.0
1.91,3.6,4.0
2.1,3.3,3.6
2.1,3.3,3.6
4.0,3.3,2.0
2.88,3.25,2.5
1.36,4.75,9.0
2.1,3.2,3.8
1.4,4.5,8.5
1.83,3.5,4.5
7.5,4.33,1.44
1.29,5.5,10.0
1.25,5.5,13.0
2.25,3.25,3.3
10.0,5.0,1.33
2.4,3.3,3.0
3.25,3.3,2.25
1.91,3.3,4.33
1.57,3.75,6.5
1.3,5.5,10.0
5.5,3.6,1.67
1.83,3.5,4.5
2.3,3.25,3.2
6.5,4.2,1.5
2.0,3.4,3.8
2.5,3.25,2.88
1.83,3.5,4.5
1.57,4.0,6.0
1.44,4.2,8.0
3.1,3.25,2.38
1.22,6.0,15.0
1.4,4.5,8.5
2.1,3.4,3.5
1.83,3.5,4.5
1.67,3.6,5.5
4.0,3.6,1.91
2.75,3.2,2.63
2.2,3.25,3.4
5.0,3.6,1.73
2.1,3.4,3.5
1.17,7.0,17.0
3.5,3.4,2.1
2.25,3.3,3.25
1.3,5.0,12.0
6.0,4.0,1.57
1.67,3.6,5.5
2.4,3.3,3.0
3.5,3.4,2.1
1.53,4.0,6.5
2.5,3.3,2.88
1.33,5.0,10.0
1.22,6.0,15.0
2.4,3.4,2.88
2.63,3.25,2.75
1.67,3.8,5.25
3.75,3.5,2.0
1.83,3.5,4.5
2.4,3.3,3.0
2.38,3.3,3.0
1.62,3.75,6.0
1.62,3.75,6.0
1.8,3.6,4.5
9.0,4.75,1.36
2.5,3.25,2.88
4.2,3.4,1.91
1.73,3.75,4.5
7.5,4.33,1.44
1.36,4.75,9.0
2.1,3.4,3.5
2.0,3.5,3.75
5.0,3.6,1.73
1.57,3.75,6.5
5.0,3.6,1.73
1.22,6.0,15.0
2.0,3.5,3.75
2.5,3.3,2.88
7.0,4.0,1.5
2.6,3.4,2.7
2.5,3.4,2.8
1.3,5.0,12.0
1.25,5.5,13.0
1.14,7.5,21.0
1.91,3.4,4.2
2.4,3.25,3.0
7.0,4.5,1.44
1.22,6.0,15.0
4.5,3.6,1.8
2.0,3.4,3.8
1.53,4.0,6.5
1.25,5.5,13.0
2.2,3.25,3.4
1.29,5.0,13.0
1.13,8.0,26.0
2.6,3.25,2.75
1.67,3.6,5.5
5.5,3.6,1.67
6.5,4.0,1.53
2.6,3.25,2.75
1.83,3.4,4.75
2.5,3.25,2.88
4.0,3.5,1.91
2.1,3.4,3.5
6.0,4.0,1.57
1.91,3.4,4.2
1.33,5.0,10.0
2.63,3.25,2.75
1.5,4.0,7.0
5.0,3.6,1.73
1.53,3.8,7.0
2.4,3.25,3.0
3.0,3.3,2.38
1.4,4.5,8.5
1.4,4.33,9.0
1.14,8.0,17.0
1.25,5.5,13.0
2.0,3.4,3.8
1.73,3.6,5.0
4.75,3.5,1.8
9.0,4.33,1.4
6.0,3.75,1.62
1.53,4.0,6.5
2.0,3.4,3.8
5.5,4.0,1.62
2.0,3.4,3.8
1.91,3.4,4.2
1.91,3.4,4.2
2.5,3.25,2.88
2.8,3.4,2.5
1.91,3.6,4.0
4.33,3.5,1.85
1.33,5.0,10.0
4.0,3.25,2.0
1.22,6.0,15.0
5.0,3.8,1.7
1.8,3.5,4.75
2.63,3.3,2.7
5.0,3.75,1.7
1.83,3.5,4.5
1.91,3.5,4.2
1.29,5.5,11.0
1.3,5.5,10.0
2.0,3.5,3.75
1.91,3.6,4.0
2.25,3.25,3.3
2.1,3.3,3.6
3.5,3.4,2.1
2.5,3.3,2.88
2.0,3.4,3.8
2.0,3.4,3.8
2.38,3.3,3.0
2.0,3.5,3.75
3.25,3.3,2.25
1.91,3.5,4.0
1.85,3.6,4.33
3.5,3.4,2.1
1.83,3.5,4.5
1.44,4.33,7.5
5.5,3.6,1.67
2.5,3.25,2.88
1.29,5.5,11.0
1.17,7.0,17.0
1.57,4.0,6.0
2.63,3.25,2.75
2.4,3.25,3.0
2.75,3.25,2.63
2.5,3.4,2.75
6.5,4.0,1.53
2.1,3.4,3.5
2.38,3.4,3.0
2.0,3.5,3.75
1.13,8.5,21.0
3.1,3.25,2.38
1.83,3.5,4.5
4.2,3.4,1.91
2.5,3.25,2.88
1.57,3.75,6.5
2.1,3.4,3.5
2.88,3.4,2.4
2.5,3.25,2.88
2.5,3.25,2.88
1.4,4.5,8.5
2.88,3.25,2.5
3.8,3.4,2.0
2.38,3.3,3.0
1.29,5.5,11.0
1.83,3.6,4.33
6.0,3.75,1.62
1.44,4.33,7.5
1.73,3.4,5.5
1.83,3.5,4.5
2.75,3.3,2.6
1.8,3.6,4.5
9.0,5.0,1.33
2.4,3.4,2.88
3.0,3.4,2.3
1.91,3.6,4.0
5.0,3.6,1.73
1.4,4.5,8.5
1.33,5.0,10.0
2.4,3.4,2.9
1.83,3.6,4.33
1.29,5.5,11.0
1.73,3.75,4.75
6.0,3.75,1.62
2.0,3.4,3.8
2.2,3.25,3.4
2.3,3.4,3.1
1.22,6.0,15.0
4.5,3.5,1.83
1.83,3.5,4.5
1.7,3.75,5.0
1.22,6.5,12.0
5.5,4.2,1.57
2.63,3.25,2.75
2.3,3.4,3.1
2.88,3.4,2.4
1.4,4.5,8.5
9.0,4.75,1.36
2.4,3.4,2.88
2.6,3.3,2.75
1.25,6.0,12.0
1.44,4.33,7.5
3.0,3.3,2.4
1.57,4.0,6.0
3.3,3.4,2.2
1.91,3.6,4.0
2.4,3.4,2.88
1.17,7.5,15.0
2.2,3.3,3.4
1.83,3.5,4.5
3.5,3.4,2.1
1.53,4.2,6.0
1.29,5.5,11.0
3.5,3.4,2.1
1.25,5.5,13.0
2.1,3.4,3.5
9.0,4.75,1.36
7.0,4.5,1.44
6.0,4.2,1.53
1.5,4.2,6.5
1.91,3.5,4.0
2.1,3.4,3.5
1.22,6.5,13.0
1.25,6.0,12.0
2.0,3.6,3.6
2.3,3.3,3.2
2.1,3.4,3.5
2.2,3.3,3.4
1.91,3.6,4.0
1.67,3.75,5.5
4.0,3.6,1.91
1.44,4.33,7.5
1.3,5.0,11.0
12.0,6.5,1.22
1.91,3.5,4.0
1.83,3.5,4.5
3.8,3.4,2.0
4.33,3.6,1.83
2.0,3.5,3.75
1.53,4.0,6.5
2.1,3.4,3.5
2.8,3.4,2.5
1.4,4.5,8.5
1.36,5.0,8.0
2.1,3.5,3.4
1.62,4.0,5.5
2.75,3.25,2.6
4.0,3.6,1.91
1.5,4.33,6.5
1.22,6.5,12.0
4.2,3.75,1.83
2.0,3.5,3.75
1.83,3.6,4.33
1.17,7.0,17.0
5.0,4.0,1.67
1.83,3.75,4.2
5.0,3.75,1.7
2.4,3.5,2.88
2.1,3.5,3.4
1.3,5.5,10.0
2.2,3.5,3.2
1.13,9.0,19.0
2.2,3.4,3.25
2.38,3.5,2.88
7.0,4.5,1.44
3.4,3.5,2.1
1.4,4.5,8.5
5.0,4.0,1.67
1.57,4.0,6.0
1.4,4.5,8.5
1.8,3.6,4.5
2.5,3.4,2.75
2.0,3.4,3.8
2.38,3.25,3.1
4.2,3.5,1.91
2.2,3.3,3.4
1.17,7.0,17.0
6.0,3.75,1.62
4.33,3.6,1.83
1.25,5.5,13.0
2.9,3.4,2.4
1.5,4.33,6.5
1.29,5.5,11.0
2.25,3.4,3.2
2.1,3.4,3.5
2.1,3.3,3.6
1.5,4.33,6.5
3.1,3.4,2.3
3.5,3.4,2.1
1.18,7.0,15.0
2.2,3.3,3.4
1.36,5.0,8.5
3.0,3.3,2.38
2.5,3.25,2.88
2.25,3.25,3.3
2.0,3.5,3.75
1.62,3.75,6.0
6.0,4.2,1.53
1.36,5.0,8.5
2.38,3.25,3.1
2.1,3.4,3.5
1.25,6.0,12.0
2.38,3.4,3.0
4.5,3.5,1.83
5.0,3.6,1.73
3.4,3.3,2.2
3.75,3.5,2.0
1.73,3.6,5.0
1.36,4.75,9.0
2.4,3.3,3.0
3.0,3.3,2.4
1.73,3.75,4.75
2.1,3.3,3.6
2.4,3.3,3.0
2.7,3.3,2.63
1.75,3.6,4.75
1.8,3.6,4.5
1.44,4.33,7.5
2.1,3.4,3.5
1.4,4.75,8.0
4.33,3.6,1.83
1.57,4.0,6.0
4.75,3.75,1.73
2.88,3.3,2.5
1.91,3.4,4.2
2.0,3.4,3.8
2.4,3.3,3.0
2.05,3.4,3.75
1.22,6.5,12.0
1.29,5.5,11.0
1.91,3.6,4.0
1.83,3.75,4.2
4.0,3.6,1.91
4.2,3.4,1.91
1.44,4.33,7.5
4.2,3.75,1.83
2.75,3.3,2.6
1.44,4.33,7.5
1.8,3.6,4.5
1.33,5.0,10.0
1.29,5.5,11.0
6.0,4.2,1.53
2.1,3.4,3.5
2.5,3.4,2.75
5.0,3.75,1.7
1.83,3.75,4.2
3.25,3.4,2.2
2.5,3.3,2.88
1.36,5.0,8.5
2.0,3.5,3.75
1.22,6.0,15.0
2.75,3.4,2.5
1.95,3.3,4.2
2.25,3.4,3.2
2.4,3.4,2.9
2.6,3.3,2.75
2.0,3.5,3.75
4.2,3.75,1.83
2.75,3.4,2.5
1.7,3.8,5.0
2.6,3.3,2.75
2.1,3.3,3.6
4.5,3.6,1.8
1.5,4.33,6.5
5.0,3.8,1.7
1.57,4.0,6.0
